stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon
19511,5099,Alto Cuncos,,38.647378,-8.299017
19844,8888,Fazendas do Cortico,,38.697277,-8.20035
19512,5100,Ponte Lage,,38.649647,-8.277302
19561,5366,Cortiço - X,,38.690037,-8.201407
19261,854,Ervedal,,39.042728,-7.814425
19704,8171,Oliveira Vigia,,38.649057,-8.259557
19737,8204,Monte da Chamine,,38.744643,-8.084663
19705,8172,Fonte Cavaleiros,,38.645213,-8.23933
19674,8138,Montemor O Novo Est Lavre,,38.652547,-8.220995
19736,8203,S Pedro Gafanhoeira Quiosque,,38.743832,-8.074118
19328,1104,Sao Pedro Gafanhoeira,,38.74224,-8.075858
19871,9008,Freguesia Sao Pedro,,38.739889,-8.07575
19673,8137,Montemor O Novo Cafe Pao Nosso,,38.64974,-8.217833
19739,8206,Montemor Rua Irmaos S Joao Deus,,38.651737,-8.211865
19593,8030,Montemor Novo Cp,,38.646385,-8.221222
19327,1103,Santana Campo,,38.767522,-8.033758
19247,808,Montemor Novo,,38.648442,-8.211942
19624,8087,Janelinha Verde,,38.646323,-8.203978
19516,5105,Monte Fidalga,,38.627868,-8.237578
19782,8267,Monte Faro,,38.62489,-8.241632
19783,8268,Maia,,38.631167,-8.228955
19515,5104,Monte Bravo,,38.626,-8.232095
19434,1401,Vale Paio - X,,38.78272,-7.994695
19522,5137,Pontao Torre,,38.655797,-8.175055
19521,5136,Ponte Amendoeira,,38.644815,-8.192753
19781,8266,Paiao X,,38.613277,-8.25162
19573,5636,Foros Baldio,,38.569665,-8.34523
19592,8029,Quinta Macaca,,38.630292,-8.216498
19623,8086,Pintada,,38.644622,-8.189133
19554,5338,Herdade Gouveia,,38.607628,-8.258845
19553,5337,Torre Gadanha - X,,38.589077,-8.286287
19435,1402,Aldeia Serra (Arraiolos),,38.792147,-7.96742
19784,8270,Barragem Minutos X,,38.691625,-8.09126
19726,8193,Casas Novas (Arraiolos),,38.790415,-7.955922
19625,8088,Reguengo 1,,38.61581,-8.21084
19315,1089,Valeira - 1 X,,38.695218,-8.079098
19591,8028,Reguengo,,38.611877,-8.206888
19444,1418,Monte Novo - Ervedal,,38.981765,-7.771733
19574,5915,Parque Africano,,38.7964,-7.935413
19552,5336,Sao Romao - X (Mont),,38.563233,-8.298935
19330,1106,Sao Pedro Gafanhoeira - X,,38.709323,-8.04209
19513,5102,Monte Entre Estradas,,38.604532,-8.199408
19575,5916,Sao Gregorio,,38.799578,-7.915882
19520,5135,Corta Rabos Cima,,38.548628,-8.301807
19274,896,Cano,,38.963427,-7.762037
19725,8192,Carrascal,,38.798255,-7.908602
19842,8482,Arraiolos Pousada,,38.727675,-7.991487
19727,8194,Arraiolos Escola,,38.725635,-7.990418
19802,8288,Cano Av D Joao Basilio,,38.958805,-7.75427
19265,866,Arraiolos,,38.722613,-7.984495
19332,1108,Sao Gregorio - X,,38.787977,-7.902202
19519,5134,Corta Rabos Baixo,,38.529658,-8.305603
19576,5917,Vale Pereiro - X,,38.777658,-7.909858
19785,8271,Vale Pereiro 1 X,,38.777273,-7.910218
19786,8272,Murteirinha,,38.804315,-7.878558
19331,1107,Ceramica,,38.740522,-7.947522
19326,1102,Ilhas Castelo (Arraiolos),,38.7192,-7.970345
19324,1099,Ilhas Arraiolos,,38.714177,-7.975493
19325,1100,Ilhas Boavista (Arraiolos),,38.714933,-7.973132
19590,8027,Cruzamento Caeiras,,38.579917,-8.179727
19780,8265,Herdade Ferrenho,,38.517652,-8.308028
19266,867,Vimieiro,,38.829452,-7.839433
19735,8202,Arraiolos Zona Industrial,,38.70423,-7.972938
19530,5269,Alto Torre,,38.570343,-8.176365
19734,8201,Sempre Noiva,,38.693747,-7.977115
19309,1082,Santa Sofia,,38.618742,-8.085508
19577,5918,Monte Alamo,,38.772793,-7.878022
19550,5334,Sao Cristovao - X,,38.499577,-8.30717
19323,1098,Vale Sobrado,,38.678213,-7.981778
19622,8085,Patalim,,38.613295,-8.073297
19551,5335,Sao Cristovao,,38.491268,-8.307008
19487,1686,Igrejinha - X,,38.761735,-7.869475
19305,1077,Sao Sebastiao Giesteira,,38.586418,-8.101663
19589,8026,Escoural X Biscaia,,38.546577,-8.17062
19322,1097,Graça Divor - X,,38.653218,-7.991403
19733,8200,Graca Divor Junta Freguesia,,38.655817,-7.98726
19801,8287,Sousel Matadouro,,38.950327,-7.687218
19549,5333,Santa Susana,,38.447912,-8.391787
19787,8273,Ponte Farajela,,38.820938,-7.793017
19314,1087,Valeira  X,,38.64409,-7.998813
19531,5270,Santiago Escoural,,38.541738,-8.16815
19480,1649,Graça Divor,,38.653265,-7.982645
19317,1091,Alto Abaneja C.Canton.,,38.604792,-8.052698
19486,1685,Herdade Coelheiros,,38.73009,-7.879643
19273,888,Sousel,,38.952133,-7.674588
19770,8237,Sousel Centro Cultural,,38.949918,-7.675703
19532,5271,Sao Brissos-X Escour-X,,38.537127,-8.160855
19321,1096,Igrejinha,,38.70994,-7.897873
19333,1110,Aldeia Rebocho,,38.824093,-7.77326
19728,8195,Igrejinha Rua Evora,,38.706115,-7.897408
19578,5919,Santa Justa,,38.74931,-7.844447
19547,5331,Pego Altar - X,,38.424387,-8.409175
19627,8090,Carvalhas Freguises,,38.553347,-8.109207
19626,8089,Carvalhas,,38.549228,-8.116422
19779,8262,Monte Carvalhos,,38.41938,-8.416803
19308,1080,Carvalhas Casas Novas,,38.551978,-8.105565
19320,1095,Monte Chainha,,38.685287,-7.906208
19306,1078,Boa Fe - X,,38.553653,-8.097327
19778,8261,Courela do Pego,,38.410015,-8.428928
19548,5332,Pego Altar,,38.420852,-8.393738
19307,1079,Boa Fe,,38.552825,-8.091888
19545,5329,Santa Catarina Sitimos- X,,38.40275,-8.43531
19777,8260,Monte Olival,,38.399963,-8.442808
19776,8259,Monte Arcebispos,,38.394827,-8.454443
19313,1086,Alto Casbarra,,38.61824,-7.979632
19775,8258,Vale Matanca,,38.390708,-8.463672
19334,1111,Ribeira Tera,,38.831707,-7.733275
19579,5920,Vale Pereiro,,38.743907,-7.81879
19443,1416,Santa Vitoria Ameixial,,38.898132,-7.67589
19319,1094,Monte Oliveirinha,,38.64123,-7.941393
19517,5110,Alcacer Sal,,38.375428,-8.51041
19764,8231,Vale do Pereiro Cp,,38.740027,-7.815265
19518,5131,Monte Gaxa,,38.38188,-8.472173
19546,5330,Santa Catarina Sitimos,,38.393538,-8.431477
19598,8041,Alcacer Junta Freguesia,,38.371733,-8.506768
19304,1075,Sao Matias,,38.589563,-8.00428
19597,8040,Alcacer Bombeiros,,38.370267,-8.505633
19534,5273,Casa Branca Est,,38.498918,-8.158148
19419,1231,Santa Vitoria Ameixial -X,,38.895667,-7.66551
19596,8039,Alcacer Tribunal,,38.369773,-8.500628
19621,8084,Nossa Senhora Guadalupe R Posto Medico,,38.572045,-8.026225
19316,1090,Nª. Senhora Guadalupe,,38.567847,-8.026063
19769,8236,Ramilo,,38.89195,-7.66107
19544,5328,Ponte Foz,,38.367282,-8.490502
19788,8274,Monte Favacha,,38.835228,-7.707088
19620,8083,Monte Azinhal,,38.585187,-7.991037
19729,8196,Louredo Quinta Grande,,38.62637,-7.92848
22343,5361,Brotas  Junta Freguesia,,38.52236,-8.09019
19318,1093,Louredo,,38.621313,-7.927817
19768,8235,Carreira de Tiro,,38.88707,-7.650512
19312,1085,Monte Brito,,38.602755,-7.951753
22346,9881,Rua 18 Outubro  Bombel,,38.40584,-8.30469
22347,9882,Rua 8 Março  Bombel,,38.40571,-8.30496
19730,8197,Quinta Apostolos Leg Caixeiro,,38.609405,-7.922865
19311,1084,Venda Pinas,,38.593267,-7.942533
19471,1570,Venda Porca,,38.878015,-7.638402
19246,803,Portalegre,,39.297639,-7.432583
19303,1074,Sao Jose,,38.568662,-7.973598
19731,8198,Quinta da Figueireda,,38.6037,-7.921775
19275,930,Vale Pereiro (X),,38.714813,-7.784502
19421,1241,Azaruja - X,,38.707023,-7.792052
19483,1655,Monte Castelo Ventoso,,38.6904,-7.810503
19594,8031,Valverde Junta Fregesia,,38.533375,-8.023058
